Index,Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015, Rate_per_10000_population , Rate_ratio_NZ_average_rate ,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
1653,626802,Inlet-New River Estuary,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,75,Invercargill City,15,Southland Region
1654,627203,Oceanic-Auckland Islands,0,0, -   , -   ,511,Oceanic,Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1655,666668,Oceanic-Bounty Islands,0,0, -   , -   ,511,Oceanic,Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1656,666672,Oceanic-Antipodes Islands,0,0, -   , -   ,511,Oceanic,Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1657,666673,Antipodes Islands,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1658,616200,Rakitu Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1659,616400,Aiguilles Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1660,617101,Inlet-Kaipara Harbour South,0,0, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1661,617200,Inlet-Takapuna Head,0,0, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1662,617503,Tidal-Motutapu and Browns Islands,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1663,617606,Tidal-Manukau Harbour North,0,0, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1664,617800,Inlet-Waiuku River,0,0, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1665,596504,Quail Island,0,0, -   , -   ,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1666,617902,Tidal-Waitemata Harbour,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1667,618300,Te Motu Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,18,Otorohanga District,3,Waikato Region
1668,618500,Mayor Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,4,Bay of Plenty Region
1669,619101,Inlet-Aotea Harbour North,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,13,Waikato District,3,Waikato Region
1670,619201,Inlet-Waitomo District,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,20,Waitomo District,3,Waikato Region
1671,619303,Bays-Thames-Coromandel District,0,0, -   , -   ,506,Inlet-not in TA,Rural area,999,Area Outside Territorial Authority,3,Waikato Region
1672,619500,Inlet-Firth of Thames,0,0, -   , -   ,506,Inlet-not in TA,Rural area,999,Area Outside Territorial Authority,3,Waikato Region
1673,619702,Oceanic-Bay of Plenty Region,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,4,Bay of Plenty Region
1674,612715,Inland Water-Lake Te Anau,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,73,Southland District,15,Southland Region
1675,620901,Inlet-Port Napier,0,0, -   , -   ,506,Inlet-not in TA,Rural area,999,Area Outside Territorial Authority,6,Hawke's Bay Region
1676,620904,Bare Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,6,Hawke's Bay Region
1677,621402,Oceanic-Taranaki Region,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,7,Taranaki Region
1678,609030,Inland Water-Lake Wanaka,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,70,Queenstown-Lakes District,14,Otago Region
1679,622000,Oceanic-Tararua Constituency,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,8,Manawatu-Wanganui Region
1680,622202,Oceanic-Wellington Region,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,9,Wellington Region
1681,612902,Inland Water-Lake Manapouri,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,73,Southland District,15,Southland Region
1682,612903,Inland Water-Lake Hauroko,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,73,Southland District,15,Southland Region
1683,623804,Oceanic-Nelson Region,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,17,Nelson Region
1684,623806,Oceanic-Canterbury Region North,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,13,Canterbury Region
1685,614001,Oceanic-Kermadec Islands,0,0, -   , -   ,511,Oceanic,Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1686,624100,Inlet-Buller River,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,55,Buller District,12,West Coast Region
1687,614002,Kermadec Islands,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1688,625101,Inlet-Port Lyttelton,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,60,Christchurch City,13,Canterbury Region
1689,614502,Inlet-Hokianga Harbour,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,1,Far North District,1,Northland Region
1690,614503,Three Kings Islands,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1691,625300,Inlet-Port Timaru,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,64,Timaru District,13,Canterbury Region
1692,614504,Oceanic-Northland Region,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,1,Northland Region
1693,625901,Inlet-Dunedin City Bays,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,71,Dunedin City,14,Otago Region
1694,614601,Inlet-Rangaunu Harbour,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,1,Far North District,1,Northland Region
1695,626000,Inlet-Port Oamaru,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,68,Waitaki District,14,Otago Region
1696,614602,Inlet-Doubtless Bay,0,0, -   , -   ,506,Inlet-not in TA,Rural area,999,Area Outside Territorial Authority,1,Northland Region
1697,626500,Dog Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,75,Invercargill City,15,Southland Region
1698,626602,Campbell Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1699,626801,Inlet-Bluff Harbour,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,75,Invercargill City,15,Southland Region
1700,626900,Oceanic-Oil Rig Southland,0,0, -   , -   ,511,Oceanic,Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1701,627201,Oceanic-Southland Region,0,0, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,15,Southland Region
1702,627204,Auckland Islands,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1703,615302,Inlet-Mangawhai Harbour,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,3,Kaipara District,1,Northland Region
1704,666667,NZ Economic Zone,0,0, -   , -   ,511,Oceanic,Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1705,615800,Mokohinau Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1706,666669,Bounty Islands,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1707,615900,Little Barrier Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1708,666671,Snares Island,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,99,Area Outside Region
1709,616002,Inlet-Port Fitzroy,0,0, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1710,584304,Moutere Inlet,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,51,Tasman District,16,Tasman Region
1711,579804,Inland Water-Lake Wairarapa,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,50,South Wairarapa District,9,Wellington Region
1712,581721,Saxton Island,0,0, -   , -   ,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1713,581831,Inlet-Motueka,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,51,Tasman District,16,Tasman Region
1714,580600,Severn,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,53,Marlborough District,18,Marlborough Region
1715,580900,Lake Tennyson,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,58,Hurunui District,13,Canterbury Region
1716,581722,Waimea Inlet East,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,52,Nelson City,17,Nelson Region
1717,581725,Bell Island,0,0, -   , -   ,21,Nelson,Main urban area,51,Tasman District,16,Tasman Region
1718,542905,Inlet-Ohiwa Harbour East,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,27,Opotiki District,4,Bay of Plenty Region
1719,545206,Inland Water-Lake Waikaremoana,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,29,Wairoa District,6,Hawke's Bay Region
1720,536506,Inlet-Tauranga Harbour Omokoroa,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
1721,526400,Rotowaro,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1722,536509,Waikareao Estuary,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,23,Tauranga City,4,Bay of Plenty Region
1723,536510,Motuopae Island,0,0, -   , -   ,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
1724,541502,Te More,0,0, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,8,Manawatu-Wanganui Region
1725,538812,Inland Water-Lake Rotorua,0,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,24,Rotorua District,4,Bay of Plenty Region
1726,542513,Inlet-Ohiwa Harbour West,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,25,Whakatane District,4,Bay of Plenty Region
1727,536613,Inlet-Tauranga Harbour North,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
1728,501813,Whangaruru Harbour,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,2,Whangarei District,1,Northland Region
1729,520804,Tidal-Waiheke Island,0,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1730,626100,Inlet-Milford Sound,0,10, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,73,Southland District,15,Southland Region
1731,623900,Inlet-Ligar Bay,0,10, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,51,Tasman District,16,Tasman Region
1732,625800,Inlet-Otago Harbour,0,10, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,71,Dunedin City,14,Otago Region
1733,619301,Inlets-Thames-Coromandel District,0,10, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,11,Thames-Coromandel District,3,Waikato Region
1734,612901,Fiordland,0,10, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
1735,625103,Oceanic-Canterbury Region South,0,10, -   , -   ,510,Oceanic-in Region but not in TA,Rural area,999,Area Outside Territorial Authority,13,Canterbury Region
1736,614800,Inlet-Bay of Islands,0,10, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,1,Far North District,1,Northland Region
1737,584305,Jackett Island,0,10, -   , -   ,273,Motueka,Minor urban area,51,Tasman District,16,Tasman Region
1738,566301,Kapiti Island,0,10, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,43,Kapiti Coast District,9,Wellington Region
1739,572300,Mana Island,0,10, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,44,Porirua City,9,Wellington Region
1740,586128,Ravenswood,0,10, -   , -   ,278,Woodend,Minor urban area,59,Waimakariri District,13,Canterbury Region
1741,581835,Waimea Inlet West,0,10, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,51,Tasman District,16,Tasman Region
1742,549902,Mara,0,10, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,41,Tararua District,9,Wellington Region
1743,622201,Inlet-Porirua Harbour,0,20, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,44,Porirua City,9,Wellington Region
1744,617604,Tidal-Manukau Harbour,0,20, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1745,614700,Inlet-Whangaroa Harbour,0,20, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,1,Far North District,1,Northland Region
1746,576904,Evans Bay Marina,0,20, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,47,Wellington City,9,Wellington Region
1747,520803,Bays-Waiheke Island,0,20, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1748,618400,Motiti Island,0,30, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,999,Area Outside Territorial Authority,4,Bay of Plenty Region
1749,615101,Inlet-Tutukaka Harbour,0,30, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,2,Whangarei District,1,Northland Region
1750,586001,Camside,0,30, -   , -   ,22,Christchurch,Main urban area,59,Waimakariri District,13,Canterbury Region
1751,559000,Ngamatea,0,30, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,38,Rangitikei District,6,Hawke's Bay Region
1752,585323,Karangarua,0,30, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1753,505911,Gulf Harbour Marina,0,30, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1754,617903,Auckland City-Marinas,0,40, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1755,622102,Seaview Marina,0,40, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,46,Lower Hutt City,9,Wellington Region
1756,616001,Kaikoura and Rangiahua Islands,0,40, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1757,585324,Bruce Bay-Paringa,0,40, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1758,573102,Wellington City-Marinas,0,40, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,47,Wellington City,9,Wellington Region
1759,584932,Coal Creek,0,60, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1760,586130,Woodend West,0,60, -   , -   ,278,Woodend,Minor urban area,59,Waimakariri District,13,Canterbury Region
1761,585315,Otira,0,60, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1762,585319,Totara River,0,60, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1763,531732,Tiroa,0,60, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,20,Waitomo District,8,Manawatu-Wanganui Region
1764,520900,Islands-Motutapu Rangitoto Rakino,0,60, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1765,601302,Hyde,0,70, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,71,Dunedin City,14,Otago Region
1766,585322,Waiho,0,70, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1767,554300,Waitotara,0,70, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,35,South Taranaki District,7,Taranaki Region
1768,598311,Ben Mcleod,0,80, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,64,Timaru District,13,Canterbury Region
1769,596600,Port Levy,0,80, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,60,Christchurch City,13,Canterbury Region
1770,581811,Richmond Hill,0,80, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,51,Tasman District,16,Tasman Region
1771,584923,Point Elizabeth,0,80, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1772,536822,Tauranga City-Marinas,0,80, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,23,Tauranga City,4,Bay of Plenty Region
1773,506620,Kawau,0,80, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1774,600822,Duntroon,0,90, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,68,Waitaki District,13,Canterbury Region
1775,582200,Port Nelson,0,90, -   , -   ,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1776,541318,Rangatira,0,90, -   , -   ,103,Taupo,Secondary urban area,21,Taupo District,3,Waikato Region
1777,581724,Best Island,0,100, -   , -   ,21,Nelson,Main urban area,51,Tasman District,16,Tasman Region
1778,601700,Nenthorn,0,110, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,68,Waitaki District,14,Otago Region
1779,542514,Maraetotara,0,110, -   , -   ,104,Whakatane,Secondary urban area,25,Whakatane District,4,Bay of Plenty Region
1780,608100,Naseby,0,120, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,69,Central Otago District,14,Otago Region
1781,585320,Waitaha,0,120, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1782,584412,Inangahua Junction,0,130, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1783,602300,Middlemarch,0,140, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,71,Dunedin City,14,Otago Region
1784,506616,Matheson Bay,0,140, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1785,565700,Paekakariki Hill,0,150, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,44,Porirua City,9,Wellington Region
1786,584408,Mokihinui,0,150, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1787,558600,Mangaweka,0,150, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,38,Rangitikei District,8,Manawatu-Wanganui Region
1788,553001,Whangamomona,0,150, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,34,Stratford District,8,Manawatu-Wanganui Region
1789,604902,Sandymount,0,170, -   , -   ,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1790,584936,Arnold Valley,0,170, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1791,528405,Burbush,0,170, -   , -   ,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1792,538861,Arahiwi,0,180, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,24,Rotorua District,3,Waikato Region
1793,500500,Kohukohu,0,180, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1794,600420,St Andrews,0,190, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,66,Waimate District,13,Canterbury Region
1795,600830,Otematata,0,190, -   , -   ,501,Rural Centre,Rural area,68,Waitaki District,13,Canterbury Region
1796,584703,Maruia,0,190, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1797,584933,Atarau,0,190, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1798,573526,Horokiwi,0,190, -   , -   ,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1799,532602,National Park,0,190, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,36,Ruapehu District,8,Manawatu-Wanganui Region
1800,609913,Bay Road West,0,200, -   , -   ,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
1801,564601,Moonshine Valley,0,200, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,45,Upper Hutt City,9,Wellington Region
1802,532200,Omori,0,200, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
1803,600312,Mt Cook,0,210, -   , -   ,501,Rural Centre,Rural area,65,Mackenzie District,13,Canterbury Region
1804,586504,Silverstream,0,210, -   , -   ,22,Christchurch,Main urban area,59,Waimakariri District,13,Canterbury Region
1805,527937,Allen Road,0,210, -   , -   ,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
1806,541348,Tokaanu,0,210, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
1807,600811,Pukeuri,0,220, -   , -   ,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
1808,612713,Mossburn,0,220, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
1809,584403,Hector-Ngakawau,0,220, -   , -   ,501,Rural Centre,Rural area,55,Buller District,12,West Coast Region
1810,584407,Little Wanganui,0,220, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1811,561100,Tangimoana,0,220, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1812,584404,Granity,0,230, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1813,565603,Resolution,0,240, -   , -   ,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1814,584931,Barrytown,0,240, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1815,545913,Whanawhana,0,240, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,30,Hastings District,6,Hawke's Bay Region
1816,552900,Midhirst,0,240, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,34,Stratford District,7,Taranaki Region
1817,512905,Oratia West,0,240, -   , -   ,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1818,531600,Taharoa,0,250, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,20,Waitomo District,3,Waikato Region
1819,553301,Rahotu,0,250, -   , -   ,501,Rural Centre,Rural area,35,South Taranaki District,7,Taranaki Region
1820,541347,Motuoapa,0,250, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
1821,521115,Opuawhanga,0,250, -   , -   ,101,Pukekohe,Secondary urban area,13,Waikato District,3,Waikato Region
1822,526106,Pukeoware,0,250, -   , -   ,215,Waiuku,Minor urban area,13,Waikato District,3,Waikato Region
1823,609014,Kingston South,0,260, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,70,Queenstown-Lakes District,14,Otago Region
1824,587902,Mcleans Island,0,260, -   , -   ,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1825,536611,Matakana Island,0,260, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
1826,521134,Paparata,0,260, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1827,610073,Woodlands,0,280, -   , -   ,501,Rural Centre,Rural area,73,Southland District,15,Southland Region
1828,601500,Aramoana,0,280, -   , -   ,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1829,501612,Opua West,0,280, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1830,607000,Clinton,0,290, -   , -   ,501,Rural Centre,Rural area,72,Clutha District,14,Otago Region
1831,532502,Kuratau,0,290, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
1832,607200,Owaka,0,300, -   , -   ,501,Rural Centre,Rural area,72,Clutha District,14,Otago Region
1833,612300,Ohai,0,300, -   , -   ,501,Rural Centre,Rural area,73,Southland District,15,Southland Region
1834,584922,Blackball,0,300, -   , -   ,501,Rural Centre,Rural area,56,Grey District,12,West Coast Region
1835,585306,Kumara,0,300, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1836,561421,Ohakea,0,310, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1837,584911,Kaiata,0,310, -   , -   ,111,Greymouth,Secondary urban area,56,Grey District,12,West Coast Region
1838,600824,Kurow,0,320, -   , -   ,501,Rural Centre,Rural area,68,Waitaki District,13,Canterbury Region
1839,606600,Stirling,0,320, -   , -   ,501,Rural Centre,Rural area,72,Clutha District,14,Otago Region
1840,600813,Cape Wanbrow,0,320, -   , -   ,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
1841,534602,Waitoa,0,320, -   , -   ,501,Rural Centre,Rural area,15,Matamata-Piako District,3,Waikato Region
1842,602411,Wyllies Crossing,0,330, -   , -   ,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1843,584701,Inangahua Valley,0,330, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1844,545205,Maungataniwha,0,330, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,29,Wairoa District,6,Hawke's Bay Region
1845,584411,Charleston,0,340, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,55,Buller District,12,West Coast Region
1846,573525,Takapu,0,340, -   , -   ,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1847,558100,Putiki,0,340, -   , -   ,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
1848,585311,Harihari,0,350, -   , -   ,501,Rural Centre,Rural area,57,Westland District,12,West Coast Region
1849,558800,Ratana Community,0,360, -   , -   ,501,Rural Centre,Rural area,38,Rangitikei District,8,Manawatu-Wanganui Region
1850,601604,Karitane,0,370, -   , -   ,501,Rural Centre,Rural area,71,Dunedin City,14,Otago Region
1851,604821,Company Bay,0,370, -   , -   ,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1852,543800,Patutahi,0,370, -   , -   ,501,Rural Centre,Rural area,28,Gisborne District,5,Gisborne Region
1853,609921,Bushy Point,0,380, -   , -   ,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
1854,597713,Ashburton North,0,380, -   , -   ,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
1855,563704,Peka Peka,0,380, -   , -   ,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
1856,506634,Mahurangi,0,390, -   , -   ,501,Rural Centre,Rural area,76,Auckland,2,Auckland Region
1857,600828,Kakanui,0,400, -   , -   ,501,Rural Centre,Rural area,68,Waitaki District,14,Otago Region
1858,609013,Glenorchy,0,410, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,70,Queenstown-Lakes District,14,Otago Region
1859,577602,Miramar West,0,410, -   , -   ,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1860,579802,Tuturumuri,0,410, -   , -   ,502,Rural (Incl.some Off Shore Islands),Rural area,50,South Wairarapa District,9,Wellington Region
